,subject,score,display,question,dimension,question_number,qdirection,item
17297,sub058,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
17307,sub059,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
17313,sub059,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
17319,sub059,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
17325,sub059,1.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
17331,sub059,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
17337,sub059,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
17343,sub059,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
17349,sub059,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
17361,sub059,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
17367,sub059,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
17373,sub059,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
17385,sub059,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
17391,sub059,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
17403,sub059,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
17409,sub059,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
17415,sub059,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
17421,sub059,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
17427,sub059,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
17433,sub059,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
17439,sub059,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
17445,sub059,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
17451,sub059,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
17457,sub059,0.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
17469,sub059,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
17475,sub059,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
17481,sub059,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
17487,sub059,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
17493,sub059,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
17499,sub059,1.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
17505,sub059,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
17511,sub059,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
17517,sub059,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
17523,sub059,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
17529,sub059,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
17535,sub059,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
17547,sub059,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
17553,sub059,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
17559,sub059,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
17565,sub059,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
17571,sub059,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
17577,sub059,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
17583,sub059,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
17589,sub059,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
17595,sub059,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
17605,sub060,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
17611,sub060,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
17617,sub060,0.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
17629,sub060,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
17635,sub060,0.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
17641,sub060,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
17647,sub060,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
17653,sub060,1.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
17659,sub060,1.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
17665,sub060,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
17671,sub060,0.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
17677,sub060,1.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
17683,sub060,0.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
17689,sub060,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
17695,sub060,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
17701,sub060,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
17707,sub060,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
17713,sub060,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
17719,sub060,1.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
17725,sub060,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
17731,sub060,1.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
17737,sub060,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
17749,sub060,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
17755,sub060,1.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
17761,sub060,1.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
17773,sub060,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
17779,sub060,1.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
17785,sub060,0.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
17791,sub060,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
17797,sub060,0.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
17803,sub060,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
17809,sub060,0.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
17815,sub060,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
17821,sub060,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
17827,sub060,1.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
17839,sub060,0.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
17851,sub060,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
17857,sub060,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
17863,sub060,0.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
17869,sub060,1.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
17875,sub060,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
17881,sub060,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
17887,sub060,0.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
17893,sub060,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
17903,sub061,1.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
17909,sub061,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
17921,sub061,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
17927,sub061,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
17933,sub061,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
17939,sub061,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
17945,sub061,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
17951,sub061,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
17957,sub061,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
17963,sub061,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
17969,sub061,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
17975,sub061,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
17981,sub061,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
17987,sub061,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
17993,sub061,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
17999,sub061,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
18005,sub061,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
18011,sub061,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
18017,sub061,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
18023,sub061,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
18029,sub061,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
18035,sub061,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
18041,sub061,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
18047,sub061,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
18053,sub061,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
18059,sub061,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
18065,sub061,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
18071,sub061,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
18077,sub061,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
18083,sub061,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
18089,sub061,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
18095,sub061,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
18101,sub061,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
18107,sub061,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
18119,sub061,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
18137,sub061,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
18143,sub061,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
18149,sub061,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
18155,sub061,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
18167,sub061,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
18173,sub061,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
18179,sub061,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
18185,sub061,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
18191,sub061,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
18201,sub062,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
18207,sub062,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
18213,sub062,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
18219,sub062,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
18225,sub062,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
18231,sub062,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
18237,sub062,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
18243,sub062,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
18249,sub062,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
18255,sub062,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
18267,sub062,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
18273,sub062,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
18279,sub062,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
18285,sub062,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
18291,sub062,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
18297,sub062,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
18303,sub062,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
18309,sub062,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
18315,sub062,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
18321,sub062,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
18327,sub062,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
18333,sub062,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
18339,sub062,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
18345,sub062,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
18351,sub062,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
18357,sub062,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
18363,sub062,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
18369,sub062,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
18375,sub062,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
18381,sub062,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
18387,sub062,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
18393,sub062,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
18399,sub062,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
18405,sub062,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
18411,sub062,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
18417,sub062,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
18423,sub062,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
18429,sub062,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
18441,sub062,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
18447,sub062,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
18453,sub062,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
18465,sub062,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
18477,sub062,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
18489,sub062,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
18499,sub063,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
18505,sub063,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
18511,sub063,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
18517,sub063,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
18529,sub063,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
18535,sub063,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
18541,sub063,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
18547,sub063,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
18553,sub063,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
18559,sub063,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
18565,sub063,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
18571,sub063,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
18577,sub063,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
18583,sub063,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
18589,sub063,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
18595,sub063,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
18601,sub063,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
18607,sub063,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
18619,sub063,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
18625,sub063,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
18631,sub063,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
18637,sub063,1.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
18643,sub063,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
18649,sub063,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
18655,sub063,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
18661,sub063,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
18667,sub063,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
18673,sub063,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
18691,sub063,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
18697,sub063,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
18703,sub063,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
18709,sub063,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
18715,sub063,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
18721,sub063,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
18727,sub063,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
18733,sub063,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
18739,sub063,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
18745,sub063,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
18757,sub063,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
18763,sub063,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
18769,sub063,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
18775,sub063,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
18781,sub063,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
18787,sub063,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
18797,sub064,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
18803,sub064,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
18809,sub064,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
18815,sub064,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
18821,sub064,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
18827,sub064,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
18833,sub064,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
18845,sub064,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
18851,sub064,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
18857,sub064,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
18863,sub064,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
18869,sub064,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
18875,sub064,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
18881,sub064,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
18887,sub064,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
18893,sub064,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
18899,sub064,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
18911,sub064,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
18917,sub064,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
18929,sub064,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
18935,sub064,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
18941,sub064,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
18947,sub064,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
18953,sub064,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
18965,sub064,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
18971,sub064,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
18977,sub064,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
18983,sub064,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
18989,sub064,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
18995,sub064,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
19001,sub064,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
19007,sub064,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
19013,sub064,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
19019,sub064,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
19025,sub064,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
19031,sub064,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
19037,sub064,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
19043,sub064,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
19055,sub064,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
19061,sub064,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
19067,sub064,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
19073,sub064,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
19079,sub064,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
19085,sub064,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
19095,sub065,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
19107,sub065,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
19113,sub065,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
19119,sub065,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
19125,sub065,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
19131,sub065,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
19137,sub065,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
19143,sub065,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
19149,sub065,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
19155,sub065,0.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
19161,sub065,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
19167,sub065,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
19173,sub065,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
19179,sub065,1.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
19185,sub065,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
